OBJECTID,name,dam_name,district,dist_sym,division,div_sym,dry,dist_to_infest_km,surface_area_km,connectivity,num_connections,perc_open_water_25mi,perc_perennial_snowice_25mi,perce_dev_openspace_25mi,perc_dev_lowintensity_25mi,perc_dev_medintensity_25mi,perc_dev_highintensity_25mi,perc_barren_25mi,perc_forest_25mi,perc_shrubscrub_25mi,perc_herbaceous_25mi,perc_haypasture_25mi,perc_crops_25mi,perc_wetland_25mi,perc_open_water_50mi,perc_perennial_snowice_50mi,perce_dev_openspace_50mi,perc_dev_lowintensity_50mi,perc_dev_medintensity_50mi,perc_dev_highintensity_50mi,perc_barren_50mi,perc_forest_50mi,perc_shrubscrub_50mi,perc_herbaceous_50mi,perc_haypasture_50mi,perc_crops_50mi,perc_wetland_50mi,mean_elev_m,mean_slope,perc_CaO_25mi,perc_alluvial_25mi,perc_eolian_25mi,perc_glacial_glaciofluvial_25mi,perc_colluvial_25mi,perc_organic_rich_25mi,perc_proglacial_25mi,perc_resid_volcanic_art_wat_25mi,hardness_range,min_hardness,max_hardness,pH_range,pH_min,pH_max,infest_status
398,Highway 75 Reservoir,Highway 75 Dam,St. Paul District,MVP,Mississippi Valley Division,MVD,No,23.24113971,5.642853338,None,0,3.768907796,0,2.893218415,0.937924654,0.352212393,0.08255865,0.134040213,0.940065664,0.003049318,0.834961528,5.965811311,73.75196138,10.33528868,3.446651912,0,2.917217547,0.945666397,0.435664782,0.102413894,0.11779992,1.186143492,0.008415491,7.737276687,5.54783806,70.29069503,7.264216787,290.8888889,0.06681243,1.114497467,79.42209451,0,0,0,0,20.57790549,0,325.0-400.0,325,400,7.8-8.1,7.8,8.1,0
399,Berlin Lake,Berlin Dam,Pittsburgh District,LRP,Great Lakes and Ohio River Division,LRD,NO,4.274478645,20.05483565,None,0,1.848583036,0,10.5841761,10.13769818,4.836552668,2.014867023,0.340033199,33.03285365,0.433557338,0.83769751,20.25533682,11.44982905,4.228815432,2.442213669,0,8.975670236,7.985410885,3.984023063,1.625549057,0.259939116,39.48252414,0.436931309,0.713695366,19.28277959,11.16237658,3.648886991,313.7666667,0.156180093,9.241542436,0,0,100,0,0,0,0,119.0-225.0,119,225,7.3-7.8,7.3,7.8,1
400,R. E. Bob Woodruff Lake,Robert F. Henry Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,107.2898484,40.26471817,Lock and Dam,1,2.810517503,0,4.213285739,2.09375055,1.106840796,0.344151375,0.301500276,46.90844061,4.079685633,3.918435056,17.55371745,2.694309905,13.97536511,2.029763688,0,3.68995488,1.567573456,0.693586259,0.211347675,0.221373277,55.15152649,4.747942534,4.729109234,13.35299511,1.817959655,11.78686774,40.94444444,0.299859121,9.829795237,95.55029374,0,0,0,0,0,4.449706257,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
401,William Dannelly Reservoir,"Millers Ferry Lock, Dam & Powerhouse",Mobile District,SAM,South Atlantic Division,SAD,No,88.47614389,58.0340811,Lock and Dam,2,1.580402099,0,3.004668983,0.930454035,0.358395168,0.113913679,0.139772368,49.77086187,4.527316854,3.826721878,14.93246447,2.38149715,18.43353144,1.538593105,0,3.284621479,1.175169065,0.5403542,0.159938023,0.207796464,53.74637045,5.038505861,4.382930206,12.36689471,1.756718175,15.80210827,27.64102564,0.386989856,9.963375772,92.47975677,0,0,0,0,0,7.520243229,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
402,Claiborne Lake,Claiborne Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,98.39188158,21.09312095,Lock and Dam,1,1.299283158,0,2.648468535,0.538147069,0.187128931,0.060091539,0.171059469,56.87654941,5.42574728,4.128289599,7.120781536,2.424558,19.11989548,1.377213989,0,2.737046594,0.733164294,0.26986133,0.083099342,0.226020557,52.28373629,5.26993194,3.990868845,8.875356528,2.676756966,21.47694333,16.6875,0.503097721,7.718863057,92.94885467,0,0,0,0,0,7.051145331,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
403,George W Andrews Lake,George W Andrews Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,288.9027684,7.002222005,Lock and Dam,1,1.983824663,0,3.473097128,1.852841804,0.674879584,0.218562032,0.097186072,35.4754755,5.202775642,3.977317157,4.042696878,28.82842545,14.17291809,1.479172087,0,3.576777747,1.589487125,0.554248098,0.161408114,0.084804138,39.24027933,5.629410483,4.224007467,4.563039347,23.36382686,15.5335392,39.4,0.414614499,14.39981565,33.32053743,0,0,0,0,0,66.67946257,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
404,Bankhead Lake,John Hollis Bankhead Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,11.97247734,31.81789362,Lock and Dam,1,2.031809998,0,7.004597596,4.881698013,2.723110911,0.954173431,0.855404704,63.7974442,3.0565567,3.826439641,7.659685389,0.222035876,2.987043542,1.483191717,0,5.459382756,3.006214784,1.472745535,0.460087873,0.475216721,60.245728,3.459307338,4.121966596,12.74006329,0.912075427,6.164019964,90.53191489,0.524649288,3.528985866,2.961056591,0,0,0,0,0,97.03894341,45.0-225.0,45,225,7.3-7.8,7.3,7.8,1
405,Holt Lake,Holt Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,13.27858298,13.02870596,Lock and Dam,2,1.637849968,0,4.936137537,2.69946871,1.402245669,0.471553823,0.863816671,66.61914058,3.846247266,4.520633593,4.749727919,0.418216433,7.834961833,1.656697544,0,5.108304353,2.828166796,1.482532307,0.469625685,0.511418772,59.81420745,3.787889516,4.409519262,9.184424197,0.558336084,10.18887804,73.55,0.745021112,2.228790799,0,0,0,0,0,0,100,45.0-119.0,45,119,7.3-7.8,7.3,7.8,1
406,Oliver Lake,William Bacon Oliver Replacement,Mobile District,SAM,South Atlantic Division,SAD,No,9.819487309,2.920786999,Lock and Dam,2,1.613990469,0,4.281751544,1.966290896,1.120710105,0.359543667,0.526536659,64.32443401,4.193181933,4.661729973,5.404596199,0.486563646,11.06067089,1.693637841,0,4.729841971,2.704313339,1.450327146,0.475499473,0.516430023,54.94332625,3.609638915,4.225470572,10.47942218,1.500332294,13.67176,47,0.458649561,2.238915896,39.56347986,0,0,0,0,0,60.43652014,45.0-119.0,45,119,7.3-7.8,7.3,7.8,1
407,Warrior Lake,A. I. Selden Dam,Mobile District,SAM,South Atlantic Division,SAD,No,0.030960566,22.58564307,Lock and Dam,2,2.319930485,0,3.527646201,1.442995163,0.797075852,0.25045017,0.305830416,50.3924803,3.342062421,3.571861577,13.5169281,0.925520719,19.6072186,1.613168075,0,3.86739283,1.924525185,0.974021195,0.294339816,0.384292223,51.98102614,4.056507848,4.041124527,11.88605189,2.046707314,16.93084296,32.42857143,0.341523712,6.617486241,95.20124457,0,0,0,0,0,4.798755435,45.0-119.0,45,119,7.3-7.8,7.3,7.8,1
408,Demopolis Lake,Demopolis Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,18.67770057,32.8672948,Lock and Dam,3,2.309269224,0,2.572368024,0.773556001,0.298368348,0.072449734,0.137500831,41.49416865,3.717010411,3.152502504,18.05897641,2.483226638,24.93060322,1.80585104,0,3.189091017,1.219043004,0.565322792,0.176814927,0.17915945,48.91442981,4.698648278,3.716892829,12.53076756,2.195776524,20.80820277,26.02040816,0.163783478,12.48033851,93.04214643,0,0,0,0,0,6.957853568,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
409,Coffeeville Lake,Coffeeville Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,46.67185482,31.9368733,Lock and Dam,1,1.524433431,0,2.589676453,0.689819901,0.269042079,0.069267172,0.188474724,50.91920423,5.978439145,3.379778779,11.42323923,0.712246211,22.25637865,1.548625679,0,2.846234923,0.957709729,0.372386122,0.107834632,0.172904436,50.41449091,5.463978812,3.911360725,9.207702999,1.366267757,23.63050327,15.13953488,0.223508042,7.736633838,86.59140814,0,0,0,0,0,13.40859186,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
410,Gainesville Lake,Howell Heflin Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,34.67431245,20.48606323,Lock and Dam,2,2.406246978,0,2.776005893,1.147994186,0.481857461,0.1254996,0.109697769,37.6133469,3.188959105,2.652867713,18.10827875,4.756646387,26.63259926,1.793112081,0,3.439852297,1.434152127,0.688816861,0.200988423,0.174666228,45.6764507,3.829513488,3.414674405,15.05172192,2.855301377,21.4407501,35.34482759,0.138334894,15.77293062,80.51451187,0,0,0,0,0,19.48548813,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
411,Aliceville Lake,Tom Bevill Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,57.49435055,22.0383943,Lock and Dam,2,2.153635582,0,3.384243235,1.711824251,0.800779814,0.206833828,0.140347107,33.20834888,2.503714418,2.333852034,21.0126298,7.18846557,25.35532548,1.534142807,0,3.489261707,1.555898177,0.681298157,0.18930752,0.128016045,44.9139753,3.461245468,3.352471905,15.56245711,4.596055869,20.53586993,43.15384615,0.174087244,20.51324635,76.90990624,0,0,0,0,0,23.09009376,45.0-119.0,45,119,7.3-7.8,7.3,7.8,0
412,Columbus Lake,John C. Stennis Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,87.64751942,19.79442883,Lock and Dam,2,1.970982594,0,3.607623159,2.06022944,0.881124599,0.235795548,0.147141845,32.60920452,2.293069865,2.141913713,22.44080485,8.758540995,22.85356887,1.265542551,0,3.567733221,1.696043995,0.6708992,0.19095183,0.137081549,45.69438952,3.366904227,3.386979113,16.36286818,6.283786421,17.37682019,49.83333333,0.150947227,21.3632101,85.47717842,0,0,0,0,0,14.52282158,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
413,Aberdeen Lake,"Aberdeen Lk/Dm (Tenn-Tom, AL and MS)",Mobile District,SAM,South Atlantic Division,SAD,No,101.2988108,10.54225138,Lock and Dam,2,1.682972707,0,4.073733914,2.507484952,1.107772935,0.342452781,0.168106579,36.01041667,2.504838626,2.405445724,20.47701328,8.672893317,20.04686851,1.389554982,0,3.69528458,1.919760679,0.746780652,0.220350787,0.138263074,46.34773924,3.215536019,3.307572391,17.09738765,7.130393677,14.79137627,57.7,0.247129533,18.66076828,99.93147752,0,0,0,0,0,0.068522484,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
414,Pool A (Amory),"Amory (Tenn-Tom, AL and MS)",Mobile District,SAM,South Atlantic Division,SAD,No,92.97907412,3.015489352,Lock and Dam,2,1.524521671,0,3.915365113,2.336900231,0.975429254,0.299608935,0.168707776,40.03903077,2.990648659,2.976505955,17.74254003,9.732653432,17.29808817,1.346078654,0,3.831044297,2.076345099,0.810321619,0.247741826,0.167137225,47.40009472,3.342492509,3.278176548,17.45020615,6.774830726,13.27553063,67.25,0.199917659,15.30937721,100,0,0,0,0,0,0,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
415,Pool B (Wilkins),Glover Wilkins - Spillway,Mobile District,SAM,South Atlantic Division,SAD,No,76.17910386,9.287988455,Lock and Dam,2,1.664025255,0,4.034062687,2.480362236,0.995304347,0.322064449,0.152237476,43.55293747,3.177016391,3.363972,16.7018926,9.156229037,14.39989605,1.617702721,0,3.907540081,2.076939567,0.81045019,0.254295933,0.185542524,49.08782846,3.320311132,3.178768106,17.12508857,6.507680868,11.92785185,75.53846154,0.286752672,12.67547772,49.43242457,0,0,0,0,0,50.56757543,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
416,Pool C (Fulton),Fulton - Ring Dike,Mobile District,SAM,South Atlantic Division,SAD,No,66.62109476,5.338658981,Lock and Dam,2,1.674216274,0,4.196467131,2.639259512,1.053745501,0.35380023,0.147035981,47.67225174,3.261629246,3.514918047,15.99806662,8.170963487,11.31764623,1.885699243,0,3.921406839,2.073916815,0.755654356,0.244953573,0.192545202,49.43035495,3.243124533,3.104737341,17.25987056,7.168273096,10.71946349,82,0.304500174,12.62928066,1.715150496,0,0,0,0,0,98.2848495,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
417,Pool D (Rankin),John Rankin - West Embankment,Mobile District,SAM,South Atlantic Division,SAD,No,56.37581886,7.329668868,Lock and Dam,2,1.841960555,0,4.106234086,2.468600159,0.972831753,0.329628281,0.170673518,51.42946915,3.43895098,3.771498004,14.40614372,7.125601115,9.938408678,1.87499226,0,4.002582935,2.161452417,0.806569939,0.275747358,0.19327524,50.34112429,3.194962957,3.079791353,17.03539388,7.387875412,9.646231966,93.33333333,0.530135519,11.72343054,0,0,0,0,0,0,100,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
418,Pool E (Montgomery),G.V. Montgomery - Spillway,Mobile District,SAM,South Atlantic Division,SAD,No,49.49817601,3.067179744,Lock and Dam,2,2.115928466,0,3.852514339,2.17576404,0.747586653,0.245584247,0.169622332,54.94154046,3.871909533,3.645471425,13.49066478,5.924982628,8.8184311,1.98632488,0,4.10532304,2.223695909,0.832940833,0.285653186,0.184418679,51.10960618,3.17958391,3.103118842,17.09973092,7.223796281,8.66580734,101.7142857,0.356801046,10.46919763,0,0,0,0,0,0,100,45.0-119.0,45,119,6.8-7.3,6.8,7.3,0
419,Bay Springs Lake and Divide Cut,Jamie L Whitten Lock and Dam,Mobile District,SAM,South Atlantic Division,SAD,No,7.706994538,39.4994492,Lock and Dam,1,2.829712515,0,3.77508038,1.789376108,0.598517252,0.189919134,0.185969592,55.37976601,3.393069864,3.597853639,14.09784686,6.6339477,7.528940945,1.857116362,0,4.143106459,1.901394865,0.703065976,0.230557418,0.156594483,53.55314452,2.837337308,2.755048655,17.0344731,7.270288839,7.557872011,128.3148148,0.266971086,10.65702939,0,0,0,0,0,0,100,45.0-119.0,45,119,6.8-7.8,6.8,7.8,0
